iso3,year,indicator,domain,direction,value,z
FIN,1992,broadband,Material,up,0.67617144771398,-1.1144650232238202
FIN,1992,life_expectancy,Health,up,75.4553658536585,-1.1084185495824321
FIN,1992,infant_mort,Health,down,5.1,-0.24299002005429732
FIN,1992,maternal_mort,Health,down,8.0,0.1975062603422902
FIN,1992,child_mort,Health,down,6.1,-0.2004362879392163
FIN,1992,schooling,Knowledge,up,8.860000000000001,-2.0903736013440466
FIN,1992,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,1992,internet_users,Knowledge,up,1.89,-1.452414802950963
FIN,1992,research_dev,Knowledge,up,2.45511,0.49203861380670083
FIN,1992,homicides,Safety,down,3.09391949621471,-0.5768201307393628
FIN,1992,suicide,Safety,down,24.13,-1.1265818743909664
FIN,1992,road_deaths,Safety,down,8.1,0.21547570910860359
FIN,1992,political_stability,Safety,up,1.5567759,1.263875045373941
FIN,1992,gini,Equality,down,23.049999999999997,1.9569639965210084
FIN,1992,gdi,Equality,up,1.007,1.336489737550888
FIN,1992,top_10_income,Equality,down,19.85,1.8808646334092571
FIN,1992,vdem_libdem,Freedom,up,0.822,0.43528124138084945
FIN,1992,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,1992,corruption,Freedom,up,90.0,1.346646562697626
FIN,1992,civil_liberties,Freedom,up,0.966,0.634540505454692
FIN,1992,work_hours,Work,down,1653.53,0.29204584055459587
FIN,1992,unemployment,Work,down,11.595,-1.2561725200190497
FIN,1992,employment,Work,up,54.877,-0.41022930459497464
FIN,1992,pm25,Environment,down,10.3599974028701,0.6647234105423705
FIN,1992,co2_pc,Environment,down,10.763673,-0.3763477583598836
FIN,1992,renewable,Environment,up,9.896457,-0.04223310358179829
FIN,1992,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,1992,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,1992,adolescent_fert,Wellbeing,down,11.043,0.12344896650177692
FIN,1993,gdp_pc,Material,up,34486.7522555352,-0.8150002523134823
FIN,1993,household_cons,Material,up,14588.3912131481,-0.5366528375156328
FIN,1993,broadband,Material,up,0.67617144771398,-1.1144650232238202
FIN,1993,life_expectancy,Health,up,75.7051219512195,-1.030938374360984
FIN,1993,infant_mort,Health,down,4.8,-0.1091205182651243
FIN,1993,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,1993,child_mort,Health,down,5.8,-0.0905196139080332
FIN,1993,schooling,Knowledge,up,9.01,-1.9704222328728247
FIN,1993,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,1993,internet_users,Knowledge,up,2.57,-1.4332673519524441
FIN,1993,research_dev,Knowledge,up,2.45511,0.49203861380670083
FIN,1993,homicides,Safety,down,2.56582829871768,-0.3410087667702412
FIN,1993,suicide,Safety,down,24.13,-1.1265818743909664
FIN,1993,road_deaths,Safety,down,8.1,0.21547570910860359
FIN,1993,political_stability,Safety,up,1.5567759,1.263875045373941
FIN,1993,gini,Equality,down,23.2,1.9225214717418457
FIN,1993,gdi,Equality,up,1.003,1.1618396091621428
FIN,1993,top_10_income,Equality,down,20.1,1.7844838404247816
FIN,1993,vdem_libdem,Freedom,up,0.831,0.49962180498564096
FIN,1993,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,1993,corruption,Freedom,up,90.0,1.346646562697626
FIN,1993,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,1993,work_hours,Work,down,1652.97,0.29415022853625084
FIN,1993,unemployment,Work,down,16.201,-2.4867959089824794
FIN,1993,employment,Work,up,51.35,-0.966552518656006
FIN,1993,pm25,Environment,down,10.2508841084119,0.6809021091860349
FIN,1993,co2_pc,Environment,down,11.115949,-0.47058022581581804
FIN,1993,renewable,Environment,up,10.211772,-0.022095929900382925
FIN,1993,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,1993,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,1993,adolescent_fert,Wellbeing,down,10.203,0.20642390654241138
FIN,1994,gdp_pc,Material,up,35699.7203086225,-0.7438730278796456
FIN,1994,household_cons,Material,up,14903.0886487069,-0.49999828299553706
FIN,1994,broadband,Material,up,0.67617144771398,-1.1144650232238202
FIN,1994,life_expectancy,Health,up,76.3956097560976,-0.8167329289977767
FIN,1994,infant_mort,Health,down,4.5,0.02474898352404872
FIN,1994,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,1994,child_mort,Health,down,5.5,0.0193970601231499
FIN,1994,schooling,Knowledge,up,9.16,-1.8504708644016012
FIN,1994,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,1994,internet_users,Knowledge,up,4.92,-1.367096013942857
FIN,1994,research_dev,Knowledge,up,2.45511,0.49203861380670083
FIN,1994,homicides,Safety,down,2.88889061392561,-0.4852674962421194
FIN,1994,suicide,Safety,down,24.13,-1.1265818743909664
FIN,1994,road_deaths,Safety,down,8.1,0.21547570910860359
FIN,1994,political_stability,Safety,up,1.5567759,1.263875045373941
FIN,1994,gini,Equality,down,23.35,1.888078946962683
FIN,1994,gdi,Equality,up,1.003,1.1618396091621428
FIN,1994,top_10_income,Equality,down,20.35,1.688103047440306
FIN,1994,vdem_libdem,Freedom,up,0.831,0.49962180498564096
FIN,1994,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,1994,corruption,Freedom,up,90.0,1.346646562697626
FIN,1994,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,1994,work_hours,Work,down,1673.29,0.21779100748761984
FIN,1994,unemployment,Work,down,16.426,-2.5
FIN,1994,employment,Work,up,50.573,-1.0891108224057713
FIN,1994,pm25,Environment,down,10.1417708139536,0.6970808078297138
FIN,1994,co2_pc,Environment,down,12.133155,-0.742678896434825
FIN,1994,renewable,Environment,up,9.549347,-0.06440082270888106
FIN,1994,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,1994,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,1994,adolescent_fert,Wellbeing,down,10.099,0.21669699435696607
FIN,1995,gdp_pc,Material,up,37069.62898136,-0.6635429636445186
FIN,1995,household_cons,Material,up,15577.697522356,-0.4214228484833262
FIN,1995,broadband,Material,up,0.67617144771398,-1.1144650232238202
FIN,1995,life_expectancy,Health,up,76.409512195122,-0.8124200676817344
FIN,1995,infant_mort,Health,down,4.3,0.11399531805016419
FIN,1995,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,1995,child_mort,Health,down,5.2,0.129313734154333
FIN,1995,schooling,Knowledge,up,9.31,-1.7305194959303778
FIN,1995,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,1995,internet_users,Knowledge,up,13.9,-1.1142370286977117
FIN,1995,research_dev,Knowledge,up,2.45511,0.49203861380670083
FIN,1995,homicides,Safety,down,2.85830491750805,-0.4716099029621048
FIN,1995,suicide,Safety,down,24.13,-1.1265818743909664
FIN,1995,road_deaths,Safety,down,8.1,0.21547570910860359
FIN,1995,political_stability,Safety,up,1.5567759,1.263875045373941
FIN,1995,gini,Equality,down,23.5,1.8536364221835213
FIN,1995,gdi,Equality,up,1.005,1.2491646733565154
FIN,1995,top_10_income,Equality,down,20.6,1.5917222544558307
FIN,1995,vdem_libdem,Freedom,up,0.832,0.5067707564972845
FIN,1995,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,1995,corruption,Freedom,up,90.0,1.346646562697626
FIN,1995,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,1995,work_hours,Work,down,1678.73,0.19734838138011207
FIN,1995,unemployment,Work,down,17.005,-2.5
FIN,1995,employment,Work,up,49.561,-1.2487363094003172
FIN,1995,pm25,Environment,down,10.1664786583759,0.6934172692020166
FIN,1995,co2_pc,Environment,down,11.378802,-0.5408923866448121
FIN,1995,renewable,Environment,up,10.47868,-0.005050204980987306
FIN,1995,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,1995,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,1995,adolescent_fert,Wellbeing,down,10.091,0.21748723188116267
FIN,1996,gdp_pc,Material,up,38301.5126175582,-0.5913065484765969
FIN,1996,household_cons,Material,up,16111.4694999514,-0.35925146783852235
FIN,1996,broadband,Material,up,0.67617144771398,-1.1144650232238202
FIN,1996,life_expectancy,Health,up,76.6934146341464,-0.7243468997542347
FIN,1996,infant_mort,Health,down,4.1,0.20324165257627966
FIN,1996,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,1996,child_mort,Health,down,4.9,0.2392304081855161
FIN,1996,schooling,Knowledge,up,9.428,-1.6361577527330153
FIN,1996,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,1996,internet_users,Knowledge,up,16.8,-1.032578781792264
FIN,1996,research_dev,Knowledge,up,2.45511,0.49203861380670083
FIN,1996,homicides,Safety,down,2.98553100449557,-0.5284208425255312
FIN,1996,suicide,Safety,down,24.13,-1.1265818743909664
FIN,1996,road_deaths,Safety,down,8.1,0.21547570910860359
FIN,1996,political_stability,Safety,up,1.5567759,1.263875045373941
FIN,1996,gini,Equality,down,24.24,1.6837199666063216
FIN,1996,gdi,Equality,up,1.008,1.380152269648079
FIN,1996,top_10_income,Equality,down,21.040000000000003,1.4220920588031534
FIN,1996,vdem_libdem,Freedom,up,0.832,0.5067707564972845
FIN,1996,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,1996,corruption,Freedom,up,90.0,1.346646562697626
FIN,1996,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,1996,work_hours,Work,down,1677.3,0.2027220864046961
FIN,1996,unemployment,Work,down,15.572,-2.318740739278181
FIN,1996,employment,Work,up,50.01,-1.1779143294985872
FIN,1996,pm25,Environment,down,9.92354422503715,0.7294382051170502
FIN,1996,co2_pc,Environment,down,12.4963045,-0.8398199830838982
FIN,1996,renewable,Environment,up,9.132016,-0.09105311273516822
FIN,1996,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,1996,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,1996,adolescent_fert,Wellbeing,down,10.991,0.12858551040905425
FIN,1997,gdp_pc,Material,up,40630.921767316,-0.4547123430716412
FIN,1997,household_cons,Material,up,16623.7998815752,-0.29957750871589667
FIN,1997,broadband,Material,up,0.67617144771398,-1.1144650232238202
FIN,1997,life_expectancy,Health,up,76.8785365853659,-0.6669177464406879
FIN,1997,infant_mort,Health,down,3.9,0.29248798710239493
FIN,1997,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,1997,child_mort,Health,down,4.7,0.3125081908729716
FIN,1997,schooling,Knowledge,up,9.546000000000001,-1.5417960095356529
FIN,1997,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,1997,internet_users,Knowledge,up,19.5,-0.9565521381216745
FIN,1997,research_dev,Knowledge,up,2.6226,0.6714834251453813
FIN,1997,homicides,Safety,down,2.70431961555859,-0.40285002918272134
FIN,1997,suicide,Safety,down,24.13,-1.1265818743909664
FIN,1997,road_deaths,Safety,down,8.1,0.21547570910860359
FIN,1997,political_stability,Safety,up,1.55699815,1.2643182585010257
FIN,1997,gini,Equality,down,24.98,1.5138035110291213
FIN,1997,gdi,Equality,up,1.002,1.1181770770649613
FIN,1997,top_10_income,Equality,down,21.48,1.2524618631504774
FIN,1997,vdem_libdem,Freedom,up,0.832,0.5067707564972845
FIN,1997,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,1997,corruption,Freedom,up,90.0,1.346646562697626
FIN,1997,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,1997,work_hours,Work,down,1673.24,0.21797889927169603
FIN,1997,unemployment,Work,down,14.967,-2.157097849499007
FIN,1997,employment,Work,up,51.111,-1.0042506326794223
FIN,1997,pm25,Environment,down,9.81443093057892,0.7456169037607188
FIN,1997,co2_pc,Environment,down,12.199201,-0.7603459459800527
FIN,1997,renewable,Environment,up,10.959165,0.025635331375719033
FIN,1997,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,1997,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,1997,adolescent_fert,Wellbeing,down,9.436,0.2821879291747526
FIN,1998,gdp_pc,Material,up,42733.4455712897,-0.3314224657314354
FIN,1998,household_cons,Material,up,17378.2490479524,-0.21170263279735227
FIN,1998,broadband,Material,up,0.67617144771398,-1.1144650232238202
FIN,1998,life_expectancy,Health,up,77.0907317073171,-0.6010898631959092
FIN,1998,infant_mort,Health,down,3.7,0.38173432162851023
FIN,1998,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,1998,child_mort,Health,down,4.6,0.34914708221669954
FIN,1998,schooling,Knowledge,up,9.664,-1.4474342663382918
FIN,1998,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,1998,internet_users,Knowledge,up,25.5,-0.7876040410759203
FIN,1998,research_dev,Knowledge,up,2.78542,0.8459249093066086
FIN,1998,homicides,Safety,down,2.19266416069085,-0.17437780456231064
FIN,1998,suicide,Safety,down,24.13,-1.1265818743909664
FIN,1998,road_deaths,Safety,down,8.1,0.21547570910860359
FIN,1998,political_stability,Safety,up,1.5572204,1.2647614716281106
FIN,1998,gini,Equality,down,25.72,1.3438870554519218
FIN,1998,gdi,Equality,up,1.003,1.1618396091621428
FIN,1998,top_10_income,Equality,down,21.92,1.0828316674978
FIN,1998,vdem_libdem,Freedom,up,0.832,0.5067707564972845
FIN,1998,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,1998,corruption,Freedom,up,90.0,1.346646562697626
FIN,1998,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,1998,work_hours,Work,down,1663.28,0.25540694265970637
FIN,1998,unemployment,Work,down,13.214,-1.688734236634723
FIN,1998,employment,Work,up,52.216,-0.8299560050816219
FIN,1998,pm25,Environment,down,9.70531763612068,0.761795602404389
FIN,1998,co2_pc,Environment,down,11.517897,-0.5780997611488463
FIN,1998,renewable,Environment,up,12.868426,0.1475677493074786
FIN,1998,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,1998,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,1998,adolescent_fert,Wellbeing,down,9.18,0.3074755299490412
FIN,1999,gdp_pc,Material,up,44505.7114770222,-0.22749857877280688
FIN,1999,household_cons,Material,up,17916.3982560573,-0.14902141185444548
FIN,1999,broadband,Material,up,0.67617144771398,-1.1144650232238202
FIN,1999,life_expectancy,Health,up,77.2912195121951,-0.53889386316465
FIN,1999,infant_mort,Health,down,3.6,0.42635748889156794
FIN,1999,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,1999,child_mort,Health,down,4.4,0.4224248649041547
FIN,1999,schooling,Knowledge,up,9.782,-1.3530725231409293
FIN,1999,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,1999,internet_users,Knowledge,up,32.3,-0.5961295310907324
FIN,1999,research_dev,Knowledge,up,3.05687,1.1367499975977595
FIN,1999,homicides,Safety,down,2.76835847570698,-0.4314456411342057
FIN,1999,suicide,Safety,down,24.13,-1.1265818743909664
FIN,1999,road_deaths,Safety,down,8.1,0.21547570910860359
FIN,1999,political_stability,Safety,up,1.609199,1.3684177049126824
FIN,1999,gini,Equality,down,26.46,1.1739705998747214
FIN,1999,gdi,Equality,up,1.004,1.2055021412593339
FIN,1999,top_10_income,Equality,down,22.36,0.9132014718451241
FIN,1999,vdem_libdem,Freedom,up,0.833,0.513919708008928
FIN,1999,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,1999,corruption,Freedom,up,90.0,1.346646562697626
FIN,1999,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,1999,work_hours,Work,down,1662.93,0.2567221851482405
FIN,1999,unemployment,Work,down,11.693,-1.2823559963799733
FIN,1999,employment,Work,up,53.926,-0.5602330972153435
FIN,1999,pm25,Environment,down,9.59620434166245,0.777974301048058
FIN,1999,co2_pc,Environment,down,11.397506,-0.5458956343008993
FIN,1999,renewable,Environment,up,11.432981,0.0558949609050262
FIN,1999,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,1999,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,1999,adolescent_fert,Wellbeing,down,9.488,0.27705138526747525
FIN,2000,gdp_pc,Material,up,46968.841714507,-0.08306310352229662
FIN,2000,household_cons,Material,up,18254.5655478646,-0.10963319309615255
FIN,2000,broadband,Material,up,0.67617144771398,-1.1144650232238202
FIN,2000,life_expectancy,Health,up,77.4658536585366,-0.4847182718965188
FIN,2000,infant_mort,Health,down,3.5,0.4709806561546257
FIN,2000,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,2000,child_mort,Health,down,4.3,0.45906375624788265
FIN,2000,schooling,Knowledge,up,9.9,-1.2587107799435668
FIN,2000,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,2000,internet_users,Knowledge,up,37.2484617371121,-0.4567906654592629
FIN,2000,research_dev,Knowledge,up,3.24271,1.3358545634773966
FIN,2000,homicides,Safety,down,2.85923954080999,-0.47202724526334455
FIN,2000,suicide,Safety,down,24.13,-1.1265818743909664
FIN,2000,road_deaths,Safety,down,8.1,0.21547570910860359
FIN,2000,political_stability,Safety,up,1.6611776,1.4720739381972543
FIN,2000,gini,Equality,down,27.2,1.004054144297522
FIN,2000,gdi,Equality,up,0.998,0.9435269486762161
FIN,2000,top_10_income,Equality,down,22.8,0.7435712761924469
FIN,2000,vdem_libdem,Freedom,up,0.834,0.5210686595205715
FIN,2000,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,2000,corruption,Freedom,up,90.0,1.346646562697626
FIN,2000,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,2000,work_hours,Work,down,1651.85,0.29835900449956165
FIN,2000,unemployment,Work,down,11.134,-1.1330033097906211
FIN,2000,employment,Work,up,54.57,-0.45865324185517814
FIN,2000,pm25,Environment,down,9.42018047776389,0.8040741183274196
FIN,2000,co2_pc,Environment,down,11.01523,-0.4436382828798978
FIN,2000,renewable,Environment,up,12.263673,0.10894600218045652
FIN,2000,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,2000,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,2000,adolescent_fert,Wellbeing,down,9.928,0.23358832143666658
FIN,2001,gdp_pc,Material,up,48099.3014282794,-0.016774084969626183
FIN,2001,household_cons,Material,up,18702.1497277833,-0.05750058293989071
FIN,2001,broadband,Material,up,2.58289801542838,-0.9939737284447263
FIN,2001,life_expectancy,Health,up,77.9658536585366,-0.32960659298640205
FIN,2001,infant_mort,Health,down,3.4,0.5156038234176834
FIN,2001,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,2001,child_mort,Health,down,4.2,0.4957026475916102
FIN,2001,schooling,Knowledge,up,10.004,-1.1755444978035194
FIN,2001,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,2001,internet_users,Knowledge,up,43.1053633522263,-0.29187193504963826
FIN,2001,research_dev,Knowledge,up,3.19405,1.2837213942151107
FIN,2001,homicides,Safety,down,3.00695589855842,-0.5379878141315729
FIN,2001,suicide,Safety,down,24.31,-1.1504220798312248
FIN,2001,road_deaths,Safety,down,8.9,0.05888572813807646
FIN,2001,political_stability,Safety,up,1.65857835,1.4668904883858909
FIN,2001,gini,Equality,down,27.366666666666667,0.9657846723206749
FIN,2001,gdi,Equality,up,0.997,0.8998644165790298
FIN,2001,top_10_income,Equality,down,22.866666666666667,0.7178697313965868
FIN,2001,vdem_libdem,Freedom,up,0.834,0.5210686595205715
FIN,2001,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,2001,corruption,Freedom,up,90.0,1.346646562697626
FIN,2001,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,2001,work_hours,Work,down,1637.51,0.35224636817266036
FIN,2001,unemployment,Work,down,10.29,-0.907504799090418
FIN,2001,employment,Work,up,55.548,-0.3043906664790258
FIN,2001,pm25,Environment,down,8.71213926366463,0.9090584420717135
FIN,2001,co2_pc,Environment,down,12.050957,-0.7206912493628049
FIN,2001,renewable,Environment,up,10.978392,0.02686323819389309
FIN,2001,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,2001,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,2001,adolescent_fert,Wellbeing,down,10.672,0.16009623168639037
FIN,2002,gdp_pc,Material,up,48792.4864789775,0.023873587942857013
FIN,2002,household_cons,Material,up,19124.0961434394,-0.00835414528378964
FIN,2002,broadband,Material,up,5.25906318298117,-0.8248594928007169
FIN,2002,life_expectancy,Health,up,78.119512195122,-0.2819381258091371
FIN,2002,infant_mort,Health,down,3.3,0.5602269906807411
FIN,2002,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,2002,child_mort,Health,down,4.1,0.5323415389353381
FIN,2002,schooling,Knowledge,up,10.108,-1.0923782156634705
FIN,2002,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,2002,internet_users,Knowledge,up,62.43,0.2522714962406965
FIN,2002,research_dev,Knowledge,up,3.25409,1.3480468254215974
FIN,2002,homicides,Safety,down,2.5381950279836,-0.3286695357934398
FIN,2002,suicide,Safety,down,22.16,-0.8656640704059146
FIN,2002,road_deaths,Safety,down,8.5,0.13718071862334003
FIN,2002,political_stability,Safety,up,1.6559791,1.4617070385745277
FIN,2002,gini,Equality,down,27.53333333333333,0.9275152003438286
FIN,2002,gdi,Equality,up,0.995,0.8125393523846572
FIN,2002,top_10_income,Equality,down,22.933333333333334,0.6921681866007268
FIN,2002,vdem_libdem,Freedom,up,0.834,0.5210686595205715
FIN,2002,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,2002,corruption,Freedom,up,90.0,1.346646562697626
FIN,2002,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,2002,work_hours,Work,down,1630.32,0.37926520672284064
FIN,2002,unemployment,Work,down,10.423,-0.9430395170088152
FIN,2002,employment,Work,up,55.664,-0.28609367389862334
FIN,2002,pm25,Environment,down,8.72261703000733,0.9075048584780827
FIN,2002,co2_pc,Environment,down,12.508105,-0.8429765711915573
FIN,2002,renewable,Environment,up,10.697196,0.008905029131465783
FIN,2002,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,2002,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,2002,adolescent_fert,Wellbeing,down,11.236,0.10438448623053577
FIN,2003,gdp_pc,Material,up,49655.5451564067,0.07448247916042186
FIN,2003,household_cons,Material,up,19866.6764444784,0.0781382981060045
FIN,2003,broadband,Material,up,9.42076039405673,-0.56187040252852
FIN,2003,life_expectancy,Health,up,78.3682926829268,-0.20476060752217387
FIN,2003,infant_mort,Health,down,3.2,0.6048501579437987
FIN,2003,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,2003,child_mort,Health,down,4.0,0.5689804302790658
FIN,2003,schooling,Knowledge,up,10.212,-1.009211933523423
FIN,2003,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,2003,internet_users,Knowledge,up,69.22,0.4434644260641416
FIN,2003,research_dev,Knowledge,up,3.29898,1.3961409061487648
FIN,2003,homicides,Safety,down,1.97584671266105,-0.07756115926592905
FIN,2003,suicide,Safety,down,21.85,-0.8246059388143584
FIN,2003,road_deaths,Safety,down,7.9,0.2546232043512352
FIN,2003,political_stability,Safety,up,1.6280328,1.4059762533621396
FIN,2003,gini,Equality,down,27.7,0.8892457283669815
FIN,2003,gdi,Equality,up,0.993,0.7252142881902847
FIN,2003,top_10_income,Equality,down,23.0,0.6664666418048668
FIN,2003,vdem_libdem,Freedom,up,0.831,0.49962180498564096
FIN,2003,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,2003,corruption,Freedom,up,90.0,1.346646562697626
FIN,2003,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,2003,work_hours,Work,down,1624.43,0.4013988588870349
FIN,2003,unemployment,Work,down,10.469,-0.9553297201986365
FIN,2003,employment,Work,up,55.63,-0.291456585517017
FIN,2003,pm25,Environment,down,9.391679224902,0.8083001219808611
FIN,2003,co2_pc,Environment,down,13.93796,-1.2254572532539323
FIN,2003,renewable,Environment,up,9.96743,-0.037700507201381565
FIN,2003,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,2003,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,2003,adolescent_fert,Wellbeing,down,10.817,0.14577317656032848
FIN,2004,gdp_pc,Material,up,51494.705860401,0.18232900968522942
FIN,2004,household_cons,Material,up,20552.6893422815,0.15804202251787447
FIN,2004,broadband,Material,up,15.3017856418755,-0.19023224594288998
FIN,2004,life_expectancy,Health,up,78.7146341463415,-0.09731739578929563
FIN,2004,infant_mort,Health,down,3.1,0.6494733252068564
FIN,2004,maternal_mort,Health,down,7.0,0.3675116489913501
FIN,2004,child_mort,Health,down,3.9,0.6056193216227935
FIN,2004,schooling,Knowledge,up,10.316,-0.9260456513833742
FIN,2004,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,2004,internet_users,Knowledge,up,72.39,0.5327253373366484
FIN,2004,research_dev,Knowledge,up,3.30943,1.4073367881625523
FIN,2004,homicides,Safety,down,2.83083034374696,-0.45934153578654835
FIN,2004,suicide,Safety,down,21.31,-0.7530853224935824
FIN,2004,road_deaths,Safety,down,7.6,0.31334444721518295
FIN,2004,political_stability,Safety,up,1.3697981,0.8910020850434196
FIN,2004,gini,Equality,down,27.9,0.8433223619947655
FIN,2004,gdi,Equality,up,1.0,1.0308520128705887
FIN,2004,top_10_income,Equality,down,23.2,0.5893620074172867
FIN,2004,vdem_libdem,Freedom,up,0.83,0.4924728534739975
FIN,2004,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,2004,corruption,Freedom,up,90.0,1.346646562697626
FIN,2004,civil_liberties,Freedom,up,0.967,0.6525046991602831
FIN,2004,work_hours,Work,down,1625.67,0.39673914264194127
FIN,2004,unemployment,Work,down,10.358,-0.9256729255449371
FIN,2004,employment,Work,up,55.438,-0.32174126289147637
FIN,2004,pm25,Environment,down,8.47682800490288,0.9439490570226361
FIN,2004,co2_pc,Environment,down,13.187464,-1.0247024760456949
FIN,2004,renewable,Environment,up,12.353987,0.11471378583763533
FIN,2004,protected_areas,Environment,up,14.9,-0.7198967973075271
FIN,2004,life_eval,Wellbeing,up,7.579,1.1572174981683834
FIN,2004,adolescent_fert,Wellbeing,down,10.676,0.15970111292429215
FIN,2005,gdp_pc,Material,up,52744.048034135,0.25558917590284674
FIN,2005,household_cons,Material,up,21132.8095282296,0.22561183587299324
FIN,2005,broadband,Material,up,22.3824179644924,0.25721238028345617
FIN,2005,life_expectancy,Health,up,78.8170731707317,-0.06553841767113663
FIN,2005,infant_mort,Health,down,3.0,0.6940964924699142
FIN,2005,maternal_mort,Health,down,8.0,0.1975062603422902
FIN,2005,child_mort,Health,down,3.7,0.6788971043102489
FIN,2005,schooling,Knowledge,up,10.42,-0.8428793692433268
FIN,2005,tertiary_attain,Knowledge,up,21.1388092041016,-0.4180556238847284
FIN,2005,internet_users,Knowledge,up,74.48,0.5915755911409195
FIN,2005,research_dev,Knowledge,up,3.32412,1.4230753055580103
FIN,2005,homicides,Safety,down,2.26835951096456,-0.20817845088772927
FIN,2005,suicide,Safety,down,19.96,-0.5742837816916436
FIN,2005,road_deaths,Safety,down,7.4,0.35249194245781457
FIN,2005,political_stability,Safety,up,1.5071144,1.1648395956068873
FIN,2005,gini,Equality,down,27.6,0.912207411553089
FIN,2005,gdi,Equality,up,1.0,1.0308520128705887
FIN,2005,top_10_income,Equality,down,23.0,0.6664666418048668
FIN,2005,vdem_libdem,Freedom,up,0.83,0.4924728534739975
FIN,2005,press_freedom,Freedom,down,6.38,1.1605784757384165
FIN,2005,corruption,Freedom,up,90.0,1.346646562697626
